gene_id	chr	start	end	strand	size	locus_tag	gene_name	biotype	description
LINF_300012800	LinJ.30	237034	237873	+	840	LINF_300012800	-	protein_coding	hypothetical protein - conserved
LINF_300012900	LinJ.30	238223	238813	+	591	LINF_300012900	-	protein_coding	4-methyl-5(beta-hydroxyethyl)-thiazole monophosphate synthesis protein - putative
LINF_300013000	LinJ.30	239914	243090	+	3177	LINF_300013000	-	protein_coding	hypothetical protein - conserved
LINF_300013100	LinJ.30	244123	244497	+	375	LINF_300013100	-	protein_coding	hypothetical protein - conserved
LINF_300013200	LinJ.30	245255	247288	+	2034	LINF_300013200	-	protein_coding	mitochondrial oligo U binding protein TBRGG1 - putative
LINF_300013300	LinJ.30	248482	249759	+	1278	LINF_300013300	-	protein_coding	hypothetical protein - conserved
LINF_300013400	LinJ.30	251746	253278	+	1533	LINF_300013400	-	protein_coding	rac serine-threonine kinase - putative
LINF_300013500	LinJ.30	257152	257748	+	597	LINF_300013500	-	protein_coding	hypothetical protein - conserved
LINF_300013600	LinJ.30	258346	259095	+	750	LINF_300013600	-	protein_coding	hypothetical protein - conserved
LINF_300013700	LinJ.30	260351	261103	+	753	LINF_300013700	-	protein_coding	AdoMet dependent proline di-methyltransferase/O-methyltransferase/Methyltransferase domain containing protein - putative
LINF_300013800	LinJ.30	262076	264391	+	2316	LINF_300013800	-	protein_coding	hypothetical protein - conserved
LINF_300013900	LinJ.30	267686	268126	+	441	LINF_300013900	-	protein_coding	Prefoldin subunit - putative
LINF_300014000	LinJ.30	269272	272028	+	2757	LINF_300014000	-	protein_coding	50S ribosome-binding GTPase - putative
LINF_300014100	LinJ.30	272817	273413	+	597	LINF_300014100	-	protein_coding	surface protein amastin - putative
LINF_300014200	LinJ.30	274900	275496	+	597	LINF_300014200	-	protein_coding	surface protein amastin - putative
LINF_300014300	LinJ.30	278551	279219	+	669	LINF_300014300	-	protein_coding	amastin-like surface protein-like protein
LINF_300014400	LinJ.30	282396	283433	+	1038	LINF_300014400	-	protein_coding	adenosine kinase - putative
LINF_300014500	LinJ.30	286371	287015	+	645	LINF_300014500	-	protein_coding	adenosine kinase-like protein
LINF_300014600	LinJ.30	291613	293685	+	2073	LINF_300014600	-	protein_coding	hypothetical protein - conserved
LINF_300014700	LinJ.30	296281	300486	+	4206	LINF_300014700	-	protein_coding	ubiquitin-protein ligase - putative
LINF_300014800	LinJ.30	301937	304750	+	2814	LINF_300014800	-	protein_coding	hypothetical protein - conserved
LINF_300014900	LinJ.30	306253	307992	+	1740	LINF_300014900	-	protein_coding	Domain of unknown function (DUF4139) - putative
LINF_300015000	LinJ.30	310255	312540	+	2286	LINF_300015000	GCP4	protein_coding	Spc97 / Spc98 family - putative
LINF_300015100	LinJ.30	313563	315509	+	1947	LINF_300015100	-	protein_coding	Histone-binding protein RBBP4 or subunit C of CAF1 complex/WD domain - G-beta repeat - putative
LINF_300015200	LinJ.30	319852	321615	+	1764	LINF_300015200	-	protein_coding	hypothetical protein - conserved
LINF_300015300	LinJ.30	322610	323311	+	702	LINF_300015300	-	protein_coding	p22 protein precursor - putative
LINF_300015400	LinJ.30	325018	326400	+	1383	LINF_300015400	ATG5	protein_coding	autophagy protein 5 (ATG5)GeneDB:LmjF.30.0980
LINF_300015500	LinJ.30	327956	329674	+	1719	LINF_300015500	-	protein_coding	hypothetical protein - conserved
LINF_300015600	LinJ.30	330275	332110	+	1836	LINF_300015600	-	protein_coding	protein kinase - putativeGeneDB:LmjF.30.1000
LINF_300015700	LinJ.30	333280	336348	+	3069	LINF_300015700	-	protein_coding	ubiquitin conjugation factor E4 B - putative
LINF_300015800	LinJ.30	338103	339719	+	1617	LINF_300015800	-	protein_coding	hypothetical protein - conserved
LINF_300015900	LinJ.30	340464	341735	+	1272	LINF_300015900	-	protein_coding	DNAj-like protein
LINF_300016000	LinJ.30	342690	343442	+	753	LINF_300016000	SDH7	protein_coding	hypothetical protein - conserved
LINF_300016100	LinJ.30	345395	346411	+	1017	LINF_300016100	-	protein_coding	mitochondrial carrier protein-like protein
LINF_300016200	LinJ.30	347535	348143	+	609	LINF_300016200	-	protein_coding	RF-1 domain containing protein - putative
LINF_300016300	LinJ.30	348968	349669	+	702	LINF_300016300	-	protein_coding	Flavinator of succinate dehydrogenase - putative
LINF_300016400	LinJ.30	354051	361622	+	7572	LINF_300016400	-	protein_coding	IQ calmodulin-binding motif containing protein - putative
LINF_300016500	LinJ.30	364400	367390	+	2991	LINF_300016500	-	protein_coding	WW domain containing protein - putative
LINF_300016600	LinJ.30	369323	370246	+	924	LINF_300016600	-	protein_coding	DREV methyltransferase - putative
LINF_300016700	LinJ.30	373823	375682	+	1860	LINF_300016700	-	protein_coding	RNA-binding protein - putative
LINF_300016800	LinJ.30	380357	381976	+	1620	LINF_300016800	-	protein_coding	importin alpha - putative
LINF_300016900	LinJ.30	384625	384909	+	285	LINF_300016900	-	protein_coding	hypothetical protein - conserved
LINF_300017000	LinJ.30	385880	386431	+	552	LINF_300017000	-	protein_coding	hypothetical protein - conserved
LINF_300017100	LinJ.30	387595	390177	+	2583	LINF_300017100	-	protein_coding	MA3 domain containing protein - putative
LINF_300017200	LinJ.30	391162	396525	+	5364	LINF_300017200	-	protein_coding	hypothetical protein - conserved
LINF_300017300	LinJ.30	397833	399881	+	2049	LINF_300017300	-	protein_coding	DHHC palmitoyltransferase - putative
LINF_300017400	LinJ.30	402203	402703	+	501	LINF_300017400	-	protein_coding	Transmembrane protein - putative
LINF_300017500	LinJ.30	403624	405480	+	1857	LINF_300017500	-	protein_coding	Cupin-like domain/JmjC domain - hydroxylase - putative
LINF_300017600	LinJ.30	407427	410447	+	3021	LINF_300017600	-	protein_coding	ubiquitin hydrolase - putative
LINF_300017700	LinJ.30	411977	412237	+	261	LINF_300017700	-	protein_coding	small nuclear ribonucleoprotein polypeptide e - putative
LINF_300017800	LinJ.30	413172	415964	+	2793	LINF_300017800	-	protein_coding	AAA domain containing protein - putative
LINF_300017900	LinJ.30	418052	420223	+	2172	LINF_300017900	-	protein_coding	Zinc finger - C3HC4 type (RING finger) containing protein - putative
LINF_300018000	LinJ.30	421771	423012	+	1242	LINF_300018000	-	protein_coding	calcium-binding protein - putative
LINF_300018100	LinJ.30	424676	425584	+	909	LINF_300018100	-	protein_coding	pyridoxal kinase - putative
LINF_300018200	LinJ.30	426497	427552	+	1056	LINF_300018200	-	protein_coding	Acetyltransferase (GNAT) family - putative
LINF_300018300	LinJ.30	428918	434890	+	5973	LINF_300018300	-	protein_coding	hypothetical protein - conserved
LINF_300018400	LinJ.30	436013	438127	+	2115	LINF_300018400	-	protein_coding	hypothetical protein - conserved
LINF_300018500	LinJ.30	439071	443414	+	4344	LINF_300018500	-	protein_coding	vacuolar assembly protein vps41 - putative
LINF_300018600	LinJ.30	444098	444964	+	867	LINF_300018600	-	protein_coding	U3 small nuclear ribonucleoprotein (snRNP) - putative
LINF_300018700	LinJ.30	447295	450987	+	3693	LINF_300018700	-	protein_coding	SNF2 family N-terminal domain/Helicase conserved C-terminal domain containing protein - putative
LINF_300018800	LinJ.30	453016	458160	+	5145	LINF_300018800	-	protein_coding	hypothetical protein - conserved
LINF_300018900	LinJ.30	459373	460698	+	1326	LINF_300018900	ABCH3	protein_coding	ATP-binding cassette protein subfamily H - member 3 - putative
LINF_300019000	LinJ.30	461465	462421	+	957	LINF_300019000	-	protein_coding	hypothetical protein - conserved
LINF_300019100	LinJ.30	463369	465192	+	1824	LINF_300019100	-	protein_coding	GTPase activating protein - putative
LINF_300019200	LinJ.30	466132	467592	+	1461	LINF_300019200	-	protein_coding	Rio2 - N-terminal/RIO1 family/Phosphotransferase enzyme family - putative
LINF_300019300	LinJ.30	470211	472946	+	2736	LINF_300019300	-	protein_coding	PSP1 C-terminal conserved region containing protein - putative
LINF_300019400	LinJ.30	477180	478505	+	1326	LINF_300019400	-	protein_coding	amidohydrolase - putative
LINF_300019500	LinJ.30	481354	481851	+	498	LINF_300019500	-	protein_coding	PLAC8 family - putative
LINF_300019600	LinJ.30	483783	485444	+	1662	LINF_300019600	-	protein_coding	WD domain - G-beta repeat - putative
LINF_300019700	LinJ.30	488180	488707	+	528	LINF_300019700	-	protein_coding	ama1 protein - putative
LINF_300019800	LinJ.30	491949	492893	+	945	LINF_300019800	-	protein_coding	hypothetical protein
LINF_300019900	LinJ.30	498123	499067	+	945	LINF_300019900	-	protein_coding	hypothetical protein
LINF_300020000	LinJ.30	501978	506378	+	4401	LINF_300020000	-	protein_coding	hypothetical protein - conserved
LINF_300020100	LinJ.30	509568	513203	+	3636	LINF_300020100	-	protein_coding	kinesin - putative
LINF_300020200	LinJ.30	517139	518089	+	951	LINF_300020200	-	protein_coding	p1/s1 nuclease
LINF_300020300	LinJ.30	520002	521363	+	1362	LINF_300020300	-	protein_coding	RNA pseudouridylate synthase - putative
LINF_300020400	LinJ.30	522180	525353	+	3174	LINF_300020400	-	protein_coding	Rad17 cell cycle checkpoint protein - putative
LINF_300020500	LinJ.30	526728	527699	+	972	LINF_300020500	PPCDC	protein_coding	phosphopantothenoylcysteine decarboxylase - putative
LINF_300020600	LinJ.30	530977	532476	+	1500	LINF_300020600	-	protein_coding	pseudouridine synthase A-like protein - putative
LINF_300020700	LinJ.30	534857	538750	+	3894	LINF_300020700	-	protein_coding	protein kinase - putative
LINF_300020800	LinJ.30	539597	540844	+	1248	LINF_300020800	-	protein_coding	Putative papain-like cysteine peptidase (DUF1796) - putative
LINF_300020900	LinJ.30	541776	544316	+	2541	LINF_300020900	-	protein_coding	hypothetical protein - conserved
LINF_300021000	LinJ.30	547935	549083	+	1149	LINF_300021000	-	protein_coding	hypothetical protein - conserved
LINF_300021100	LinJ.30	549937	551535	+	1599	LINF_300021100	-	protein_coding	hypothetical protein - conserved
LINF_300021200	LinJ.30	559319	562561	+	3243	LINF_300021200	FR1	protein_coding	ferric reductase transmembrane protein - putative
LINF_300021300	LinJ.30	565559	567649	+	2091	LINF_300021300	-	protein_coding	hypothetical protein - conserved
LINF_300021400	LinJ.30	568748	569134	+	387	LINF_300021400	-	protein_coding	hypothetical protein - conserved
LINF_300021500	LinJ.30	570409	570861	+	453	LINF_300021500	-	protein_coding	Protein of unknown function (DUF1077) - putative
LINF_300021600	LinJ.30	572069	573442	+	1374	LINF_300021600	-	protein_coding	Hsp33 protein - putative
LINF_300021700	LinJ.30	576625	577515	+	891	LINF_300021700	-	protein_coding	CRAL/TRIO - N-terminal domain/CRAL/TRIO domain containing protein - putative
LINF_300021800	LinJ.30	581529	582509	+	981	LINF_300021800	-	protein_coding	hypothetical protein - conserved
LINF_300021900	LinJ.30	583731	586313	+	2583	LINF_300021900	-	protein_coding	AAA domain (Cdc48 subfamily)/AAA domain (dynein-related subfamily) - putative
LINF_300022000	LinJ.30	586976	587683	+	708	LINF_300022000	-	protein_coding	small GTP-binding protein Rab28 - putative
LINF_300022100	LinJ.30	589558	589929	+	372	LINF_300022100	-	protein_coding	hypothetical protein - conserved
LINF_300022200	LinJ.30	590511	591686	+	1176	LINF_300022200	-	protein_coding	hypothetical protein - conserved
LINF_300022300	LinJ.30	592528	593469	+	942	LINF_300022300	-	protein_coding	hypothetical protein - conserved
LINF_300022400	LinJ.30	594198	594695	+	498	LINF_300022400	-	protein_coding	hypothetical protein - conserved
LINF_300022500	LinJ.30	595402	601290	+	5889	LINF_300022500	XMAP215	protein_coding	CLASP N terminal - putative
LINF_300022600	LinJ.30	606297	607385	+	1089	LINF_300022600	-	protein_coding	Intraflagellar transport complex B protein 46 C terminal - putative
LINF_300022700	LinJ.30	609322	611202	+	1881	LINF_300022700	-	protein_coding	protein kinase - putative
LINF_300022800	LinJ.30	614931	617153	+	2223	LINF_300022800	-	protein_coding	DNAJ domain protein - putative
LINF_300022900	LinJ.30	620183	621592	+	1410	LINF_300022900	-	protein_coding	queuine tRNA-ribosyltransferase - putative
LINF_300023000	LinJ.30	623554	640233	+	16680	LINF_300023000	-	protein_coding	Flagellar-associated PapD-like/Zeta toxin - putative
LINF_300023100	LinJ.30	642210	644075	+	1866	LINF_300023100	-	protein_coding	splicing factor 3a - putative
LINF_300023200	LinJ.30	645036	647504	+	2469	LINF_300023200	-	protein_coding	hypothetical protein - conserved
LINF_300023300	LinJ.30	650902	655026	+	4125	LINF_300023300	-	protein_coding	phosphatidylinositol kinase - putative
LINF_300023400	LinJ.30	656733	658190	+	1458	LINF_300023400	-	protein_coding	hypothetical protein - conserved
LINF_300023500	LinJ.30	659557	663375	+	3819	LINF_300023500	-	protein_coding	hypothetical protein - conserved
LINF_300023600	LinJ.30	664589	664945	+	357	LINF_300023600	-	protein_coding	hypothetical protein - conserved
LINF_300023700	LinJ.30	665698	666240	+	543	LINF_300023700	ADKn	protein_coding	ATPase family associated with various cellular activities (AAA)/AAA domain containing protein - putative
LINF_300023800	LinJ.30	667663	670725	+	3063	LINF_300023800	-	protein_coding	hypothetical protein - conserved
LINF_300023900	LinJ.30	672506	674323	+	1818	LINF_300023900	-	protein_coding	hypothetical protein - conserved
LINF_300024000	LinJ.30	677000	678496	+	1497	LINF_300024000	-	protein_coding	succinyl-coa:3-ketoacid-coenzyme a transferase- like protein
LINF_300024100	LinJ.30	681240	682739	+	1500	LINF_300024100	-	protein_coding	succinyl-coa:3-ketoacid-coenzyme a transferase- like protein
LINF_300024200	LinJ.30	684740	688237	+	3498	LINF_300024200	-	protein_coding	hypothetical protein - conserved
LINF_300024300	LinJ.30	689457	691058	+	1602	LINF_300024300	-	protein_coding	RNA pseudouridylate synthase-like protein
LINF_300024400	LinJ.30	691806	693128	+	1323	LINF_300024400	-	protein_coding	hypothetical protein - conserved
LINF_300024500	LinJ.30	695539	696828	+	1290	LINF_300024500	-	protein_coding	hypothetical protein - conserved
LINF_300024600	LinJ.30	697470	698495	+	1026	LINF_300024600	-	protein_coding	C2H2 type zinc-finger (2 copies) - putative
LINF_300024700	LinJ.30	699399	700382	+	984	LINF_300024700	-	protein_coding	hypothetical protein - conserved
LINF_300024800	LinJ.30	701279	707761	+	6483	LINF_300024800	-	protein_coding	cyclosome subunit-like protein
LINF_300024900	LinJ.30	708657	709046	+	390	LINF_300024900	IFT20	protein_coding	intraflagellar transport (IFT) protein - putative
LINF_300025000	LinJ.30	711388	714447	+	3060	LINF_300025000	-	protein_coding	hypothetical protein - conserved
LINF_300025100	LinJ.30	714945	715520	+	576	LINF_300025100	-	protein_coding	hypothetical protein
LINF_300025200	LinJ.30	716019	717035	+	1017	LINF_300025200	-	protein_coding	hypothetical protein - conserved
LINF_300025300	LinJ.30	717165	718010	+	846	LINF_300025300	-	protein_coding	hypothetical protein
LINF_300025400	LinJ.30	718995	720293	+	1299	LINF_300025400	GPI14	protein_coding	mannosyltransferase - putative
LINF_300025500	LinJ.30	722462	726526	+	4065	LINF_300025500	-	protein_coding	calpain-like cysteine peptidase - putative
LINF_300025600	LinJ.30	728202	728864	+	663	LINF_300025600	-	protein_coding	ferric reductase transmembrane protein-like protein
LINF_300025700	LinJ.30	733789	736614	+	2826	LINF_300025700	-	protein_coding	hypothetical protein - conserved
LINF_300025800	LinJ.30	737915	738856	+	942	LINF_300025800	-	protein_coding	hypothetical protein - conserved
LINF_300025900	LinJ.30	739928	740554	+	627	LINF_300025900	-	protein_coding	Domain of unknown function (DUF814) - putative
LINF_300026000	LinJ.30	741318	742973	+	1656	LINF_300026000	YCF45	protein_coding	hypothetical protein - conserved
LINF_300026100	LinJ.30	745311	745982	+	672	LINF_300026100	-	protein_coding	hypothetical protein
LINF_300026200	LinJ.30	746739	747938	+	1200	LINF_300026200	-	protein_coding	alcohol dehydrogenase - putative
LINF_300026300	LinJ.30	748427	748498	-	72	LINF_300026300	-	tRNA	anticodon:cgtcgt|aaThr
LINF_300026400	LinJ.30	748867	750777	-	1911	LINF_300026400	-	protein_coding	hypothetical protein - conserved
LINF_300026500	LinJ.30	752077	753687	-	1611	LINF_300026500	-	protein_coding	hypothetical protein - conserved
LINF_300026600	LinJ.30	755076	755684	-	609	LINF_300026600	-	protein_coding	Oligomerisation domain containing protein - putative
LINF_300026700	LinJ.30	757791	760757	-	2967	LINF_300026700	-	protein_coding	protein kinase - putative
LINF_300026800	LinJ.30	762261	765137	-	2877	LINF_300026800	-	protein_coding	Domain of unknown function (DUF3336)/Patatin-like phospholipase - putative
LINF_300026900	LinJ.30	766069	768624	-	2556	LINF_300026900	-	protein_coding	WD domain - G-beta repeat - putative
LINF_300027000	LinJ.30	769559	771508	-	1950	LINF_300027000	-	protein_coding	hypothetical protein - conserved
LINF_300027100	LinJ.30	774348	775928	-	1581	LINF_300027100	-	protein_coding	E3 ubiquitin-protein ligase - putative
LINF_300027200	LinJ.30	785022	786533	-	1512	LINF_300027200	-	protein_coding	RNA recognition motif. (a.k.a. RRM - RBD - or RNP domain)/RNA recognition motif (a.k.a. RRM - RBD - or RNP domain) - putative
LINF_300027300	LinJ.30	791557	793065	-	1509	LINF_300027300	-	protein_coding	RNA-binding protein - putative
LINF_300027400	LinJ.30	805244	805753	-	510	LINF_300027400	-	protein_coding	Zinc finger C-x8-C-x5-C-x3-H type (and similar) - putative
LINF_300027500	LinJ.30	807022	814377	-	7356	LINF_300027500	-	protein_coding	endosomal trafficking protein RME-8 - putative
LINF_300027600	LinJ.30	816179	817795	-	1617	LINF_300027600	-	protein_coding	Uncharacterised ACR - YagE family COG1723 - putative
LINF_300027700	LinJ.30	819453	820208	-	756	LINF_300027700	-	protein_coding	hypothetical protein - conserved
LINF_300027800	LinJ.30	822727	823647	-	921	LINF_300027800	-	protein_coding	hypothetical protein - conserved
LINF_300027900	LinJ.30	825076	826191	-	1116	LINF_300027900	-	protein_coding	zinc-finger protein - conserved
LINF_300028000	LinJ.30	828055	831894	-	3840	LINF_300028000	-	protein_coding	phospholipid-translocating P-type ATPase (flippase) - putative
LINF_300028100	LinJ.30	833726	838822	-	5097	LINF_300028100	-	protein_coding	Leucine Rich repeats (2 copies) - putative
LINF_300028200	LinJ.30	840327	842441	-	2115	LINF_300028200	-	protein_coding	tubulin-tyrosine ligase-like protein
LINF_300028300	LinJ.30	844497	847508	-	3012	LINF_300028300	-	protein_coding	ATP-dependent DEAD/H DNA helicase recQ family- like protein
LINF_300028400	LinJ.30	848483	852397	-	3915	LINF_300028400	-	protein_coding	hypothetical protein - conserved
LINF_300028500	LinJ.30	853072	854466	-	1395	LINF_300028500	-	protein_coding	hypothetical protein - conserved
LINF_300028600	LinJ.30	855327	856391	-	1065	LINF_300028600	-	protein_coding	SET domain containing protein - putative
LINF_300028700	LinJ.30	859636	860685	-	1050	LINF_300028700	-	protein_coding	hypothetical protein - conserved
LINF_300028800	LinJ.30	862199	865705	-	3507	LINF_300028800	-	protein_coding	zinc-finger protein - conserved
LINF_300028900	LinJ.30	868894	870507	-	1614	LINF_300028900	SPL	protein_coding	sphingosine 1-phosphate lyase
LINF_300029000	LinJ.30	873023	874663	-	1641	LINF_300029000	-	protein_coding	zinc-finger protein - conserved
LINF_300029100	LinJ.30	875799	876338	-	540	LINF_300029100	-	protein_coding	ADP-ribosylation factor-like protein
LINF_300029200	LinJ.30	877390	878292	-	903	LINF_300029200	-	protein_coding	hypothetical protein - conserved
LINF_300029300	LinJ.30	878979	890351	-	11373	LINF_300029300	-	protein_coding	hypothetical protein - conserved
LINF_300029400	LinJ.30	893370	894191	-	822	LINF_300029400	POMP31	protein_coding	hypothetical protein - conserved
LINF_300029500	LinJ.30	894948	896225	-	1278	LINF_300029500	-	protein_coding	pre-mRNA cleavage complex II Clp1 protein - putative
LINF_300029600	LinJ.30	897186	897686	-	501	LINF_300029600	-	protein_coding	Peptidyl-tRNA hydrolase PTH2 - putative
LINF_300029700	LinJ.30	899056	902718	-	3663	LINF_300029700	-	protein_coding	hypothetical protein - conserved
LINF_300029800	LinJ.30	906832	909177	-	2346	LINF_300029800	-	protein_coding	hypothetical protein - conserved
LINF_300029900	LinJ.30	912541	913551	-	1011	LINF_300029900	-	protein_coding	DnaJ domain protein-like protein
LINF_300030000	LinJ.30	914314	916221	-	1908	LINF_300030000	-	protein_coding	heat shock 70-related protein 1 - mitochondrial precursor - putative
LINF_300030100	LinJ.30	917827	919809	-	1983	LINF_300030100	-	protein_coding	heat shock 70-related protein 1 - mitochondrial precursor - putative
LINF_300030200	LinJ.30	924016	925998	-	1983	LINF_300030200	-	protein_coding	heat shock 70-related protein 1 - mitochondrial precursor - putative
LINF_300030300	LinJ.30	929787	930836	-	1050	LINF_300030300	-	protein_coding	hypothetical protein - conserved
LINF_300030400	LinJ.30	931334	931942	-	609	LINF_300030400	-	protein_coding	hypothetical protein - conserved
LINF_300030500	LinJ.30	932758	935592	-	2835	LINF_300030500	-	protein_coding	AAA family ATPase-like protein
LINF_300030600	LinJ.30	937763	939748	-	1986	LINF_300030600	-	protein_coding	heat shock 70-related protein 1 - mitochondrial precursor - putative
LINF_300030700	LinJ.30	944156	947389	-	3234	LINF_300030700	-	protein_coding	hypothetical protein - conserved
LINF_300030800	LinJ.30	956909	958135	-	1227	LINF_300030800	-	protein_coding	hypothetical protein - conserved
LINF_300030900	LinJ.30	964171	964764	-	594	LINF_300030900	PAPLE22	protein_coding	reticulon domain protein - 22 kDa potentially aggravating protein (paple22)
LINF_300031000	LinJ.30	965796	967277	-	1482	LINF_300031000	-	protein_coding	hypothetical protein - conserved
LINF_300031100	LinJ.30	969750	971618	-	1869	LINF_300031100	FTHS	protein_coding	formate--tetrahydrofolate ligase
LINF_300031200	LinJ.30	973109	973759	-	651	LINF_300031200	-	protein_coding	RNA-binding protein - putative
LINF_300031300	LinJ.30	975245	977404	-	2160	LINF_300031300	-	protein_coding	hypothetical protein - conserved
LINF_300031400	LinJ.30	977984	979048	-	1065	LINF_300031400	-	protein_coding	replication factor C - subunit 2 - putative
LINF_300031500	LinJ.30	979839	982334	-	2496	LINF_300031500	-	protein_coding	hypothetical protein - conserved
LINF_300031600	LinJ.30	983688	984029	-	342	LINF_300031600	-	protein_coding	hypothetical protein - conserved
LINF_300031700	LinJ.30	984899	985369	-	471	LINF_300031700	-	protein_coding	hypothetical protein - conserved
LINF_300031800	LinJ.30	986293	987558	-	1266	LINF_300031800	-	protein_coding	hypothetical protein - conserved
LINF_300031900	LinJ.30	988216	989322	-	1107	LINF_300031900	-	protein_coding	hypothetical protein - conserved
LINF_300032000	LinJ.30	990091	991068	-	978	LINF_300032000	-	protein_coding	Triose-phosphate Transporter family - putative
LINF_300032100	LinJ.30	993929	994813	-	885	LINF_300032100	-	protein_coding	SH3 domain protein-like protein
LINF_300032200	LinJ.30	996323	997495	-	1173	LINF_300032200	-	protein_coding	hypothetical protein - conserved
LINF_300032300	LinJ.30	998746	1001544	-	2799	LINF_300032300	-	protein_coding	hypothetical protein - conserved
LINF_300032400	LinJ.30	1003658	1005850	-	2193	LINF_300032400	-	protein_coding	GRAM domain containing protein - putative
LINF_300032500	LinJ.30	1008652	1011279	-	2628	LINF_300032500	-	protein_coding	Stabilization of polarity axis - putative
LINF_300032600	LinJ.30	1012841	1014067	-	1227	LINF_300032600	SGT	protein_coding	small glutamine-rich tetratricopeptide repeat protein - putative
LINF_300032700	LinJ.30	1014845	1015549	-	705	LINF_300032700	-	protein_coding	hypothetical protein - conserved
LINF_300032800	LinJ.30	1016516	1016665	-	150	LINF_300032800	-	protein_coding	Translation machinery associated TMA7 - putative
LINF_300032900	LinJ.30	1018509	1018838	-	330	LINF_300032900	-	protein_coding	hypothetical protein - conserved
LINF_300033000	LinJ.30	1019738	1020544	-	807	LINF_300033000	-	protein_coding	superoxide dismutase - putative
LINF_300033100	LinJ.30	1022372	1023388	-	1017	LINF_300033100	-	protein_coding	Zinc finger C-x8-C-x5-C-x3-H type (and similar) - putative
LINF_300033200	LinJ.30	1024312	1024875	-	564	LINF_300033200	-	protein_coding	Eukaryotic protein of unknown function (DUF872) - putative
LINF_300033300	LinJ.30	1026911	1027267	-	357	LINF_300033300	-	protein_coding	hypothetical protein - conserved
LINF_300033400	LinJ.30	1028206	1028823	-	618	LINF_300033400	-	protein_coding	hypothetical protein - conserved
LINF_300033500	LinJ.30	1029783	1031399	-	1617	LINF_300033500	-	protein_coding	chaperonin HSP60/CNP60 - putative
LINF_300033600	LinJ.30	1032558	1034954	-	2397	LINF_300033600	-	protein_coding	hypothetical protein - conserved
LINF_300033700	LinJ.30	1035604	1036578	-	975	LINF_300033700	-	protein_coding	GTPase activator-like protein
LINF_300033800	LinJ.30	1037532	1037846	-	315	LINF_300033800	SDH3	protein_coding	hypothetical protein - conserved
LINF_300033900	LinJ.30	1038410	1038757	-	348	LINF_300033900	-	protein_coding	hypothetical protein - conserved
LINF_300034000	LinJ.30	1044557	1045624	-	1068	LINF_300034000	-	protein_coding	hypothetical protein - conserved
LINF_300034100	LinJ.30	1046504	1047916	-	1413	LINF_300034100	-	protein_coding	hypothetical protein - conserved
LINF_300034200	LinJ.30	1049512	1051533	-	2022	LINF_300034200	-	protein_coding	Pentatricopeptide repeat domain containing protein - putative
LINF_300034300	LinJ.30	1052247	1053620	-	1374	LINF_300034300	-	protein_coding	hypothetical protein - conserved
LINF_300034400	LinJ.30	1055200	1056957	-	1758	LINF_300034400	-	protein_coding	aldehyde dehydrogenase - putative
LINF_300034500	LinJ.30	1058912	1060072	-	1161	LINF_300034500	MPK5	protein_coding	mitogen-activated protein kinase - putative
LINF_300034600	LinJ.30	1061532	1063463	-	1932	LINF_300034600	-	protein_coding	hypothetical protein - conserved
LINF_300034700	LinJ.30	1064197	1064772	-	576	LINF_300034700	-	protein_coding	hypothetical protein - conserved
LINF_300034750	LinJ.30	1066037	1067059	-	1023	LINF_300034750	-	protein_coding	hypothetical protein - conserved
LINF_300034800	LinJ.30	1069973	1072186	-	2214	LINF_300034800	-	protein_coding	phospholipase c-like protein
LINF_300034900	LinJ.30	1073725	1074402	-	678	LINF_300034900	-	protein_coding	Zinc-finger domain containing protein - putative
LINF_300035000	LinJ.30	1077509	1078594	-	1086	LINF_300035000	-	protein_coding	glyceraldehyde 3-phosphate dehydrogenase - glycosomal
LINF_300035100	LinJ.30	1079317	1080402	-	1086	LINF_300035100	-	protein_coding	glyceraldehyde 3-phosphate dehydrogenase - glycosomal
LINF_300035200	LinJ.30	1081125	1082210	-	1086	LINF_300035200	-	protein_coding	glyceraldehyde 3-phosphate dehydrogenase - glycosomal
LINF_300035300	LinJ.30	1083054	1084280	-	1227	LINF_300035300	-	protein_coding	Protein of unknown function (DUF2817) - putative
LINF_300035400	LinJ.30	1084949	1085563	-	615	LINF_300035400	-	protein_coding	hypothetical protein - conserved
LINF_300035500	LinJ.30	1086089	1088632	-	2544	LINF_300035500	-	protein_coding	Tetratricopeptide repeat/TPR repeat - putative
LINF_300035600	LinJ.30	1089988	1090374	-	387	LINF_300035600	-	protein_coding	Lsm5p - putative
LINF_300035700	LinJ.30	1091999	1092964	-	966	LINF_300035700	-	protein_coding	hypothetical protein - conserved
LINF_300035800	LinJ.30	1094159	1094446	-	288	LINF_300035800	-	protein_coding	hypothetical protein - conserved
LINF_300035900	LinJ.30	1095944	1097443	-	1500	LINF_300035900	-	protein_coding	Domain of unknown function DUF21/CBS domain containing protein - putative
LINF_300036000	LinJ.30	1099185	1100780	-	1596	LINF_300036000	EIF3D	protein_coding	eukaryotic translation initiation factor 3 subunit 7-like protein
LINF_300036100	LinJ.30	1101648	1107350	-	5703	LINF_300036100	-	protein_coding	protein kinase-like protein
LINF_300036200	LinJ.30	1111214	1114786	-	3573	LINF_300036200	-	protein_coding	kinesin - putative
LINF_300036300	LinJ.30	1116224	1117387	-	1164	LINF_300036300	-	protein_coding	tRNA (Guanine-1)-methyltransferase - putative
