gene_id	chr	start	end	strand	size	locus_tag	gene_name	biotype	description
LmjF.27.2330	LmjF.27	978405	979583	-	1179	LmjF.27.2330	-	protein_coding	GTP binding protein%2C putative
LmjF.27.2335	LmjF.27	979966	980448	-	483	LmjF.27.2335	-	protein_coding	hypothetical protein%2C conserved
LmjF.27.2337	LmjF.27	980761	982011	-	1251	LmjF.27.2337	-	protein_coding	hypothetical protein
LmjF.27.2340	LmjF.27	1062087	1063556	+	1470	LmjF.27.2340	-	protein_coding	sucrose hydrolase-like protein
LmjF.27.2350	LmjF.27	1064365	1065027	+	663	LmjF.27.2350	VAMP7	protein_coding	Vesicle-associated membrane protein 7
LmjF.27.2360	LmjF.27	1065438	1066595	+	1158	LmjF.27.2360	-	protein_coding	hypothetical protein%2C conserved
LmjF.27.2370	LmjF.27	1067099	1067560	+	462	LmjF.27.2370	-	protein_coding	hypothetical protein%2C conserved
LmjF.27.2380	LmjF.27	1067909	1068250	+	342	LmjF.27.2380	-	protein_coding	hypothetical protein%2C unknown function
LmjF.27.2390	LmjF.27	1068872	1070341	+	1470	LmjF.27.2390	-	protein_coding	TPR-repeat protein%2C putative
LmjF.27.2400	LmjF.27	1071304	1072494	+	1191	LmjF.27.2400	J2	protein_coding	heat shock protein DNAJ%2C putative
LmjF.27.2410	LmjF.27	1074805	1075923	+	1119	LmjF.27.2410	-	protein_coding	aldo-keto reductase-like protein
LmjF.27.2420	LmjF.27	1076399	1077241	+	843	LmjF.27.2420	-	protein_coding	hypothetical protein%2C conserved
LmjF.27.2430	LmjF.27	1077845	1079527	+	1683	LmjF.27.2430	-	protein_coding	hypothetical protein%2C conserved
LmjF.27.2440	LmjF.27	1079988	1080713	+	726	LmjF.27.2440	KAR1	protein_coding	3-oxoacyl-ACP reductase%2C putative
LmjF.27.2450	LmjF.27	1081236	1082579	+	1344	LmjF.27.2450	-	protein_coding	hypothetical protein%2C conserved
LmjF.27.2460	LmjF.27	1083309	1084208	+	900	LmjF.27.2460	-	protein_coding	calcium/calmodulin-dependent protein kinase%2C putative
LmjF.27.2470	LmjF.27	1084915	1086600	+	1686	LmjF.27.2470	-	protein_coding	calcium/calmodulin-dependent protein kinase%2C putative
LmjF.27.2480	LmjF.27	1088295	1089836	+	1542	LmjF.27.2480	-	protein_coding	WD-repeat protein
LmjF.27.2490	LmjF.27	1090430	1091869	+	1440	LmjF.27.2490	-	protein_coding	tubulin-tyrosine ligase-like protein
LmjF.27.2500	LmjF.27	1092499	1092912	+	414	LmjF.27.2500	-	protein_coding	hypothetical protein%2C conserved
LmjF.27.2590	LmjF.27	1093720	1106736	+	13017	LmjF.27.2590	-	protein_coding	dynein heavy chain%2C putative
LmjF.27.2600	LmjF.27	1110070	1111884	+	1815	LmjF.27.2600	-	protein_coding	hypothetical protein%2C conserved
LmjF.27.2610	LmjF.27	1113174	1114079	+	906	LmjF.27.2610	-	protein_coding	hypothetical protein%2C conserved
LmjF.27.2620	LmjF.27	1114786	1117599	+	2814	LmjF.27.2620	-	protein_coding	hypothetical protein%2C conserved
LmjF.27.2630	LmjF.27	1119384	1121837	+	2454	LmjF.27.2630	-	protein_coding	ATP-dependent Clp protease subunit%2C heat shock protein 78 (HSP78)%2C putative
LmjF.27.2640	LmjF.27	1122981	1123223	+	243	LmjF.27.2640	-	protein_coding	hypothetical protein%2C unknown function
LmjF.27.2650	LmjF.27	1124410	1124796	+	387	LmjF.27.2650	-	protein_coding	dehydrogenase/oxidoreductase-like protein
LmjF.27.2660	LmjF.27	1125916	1127952	+	2037	LmjF.27.2660	-	protein_coding	peptidyl dipeptidase%2C putative
LmjF.27.ncRNA1	LmjF.27	587764	589062	+	1299	LmjF.27.ncRNA1	-	ncRNA	unspecified product
LmjF.27.rRNA.01	LmjF.27	989640	991843	+	2204	LmjF.27.rRNA.01	-	rRNA	18S ribosomal (SSU) RNA
LmjF.27.rRNA.02	LmjF.27	1001540	1003743	+	2204	LmjF.27.rRNA.02	-	rRNA	18S ribosomal (SSU) RNA
LmjF.27.rRNA.03	LmjF.27	1013571	1015774	+	2204	LmjF.27.rRNA.03	-	rRNA	18S ribosomal (SSU) RNA
LmjF.27.rRNA.04	LmjF.27	1028204	1030407	+	2204	LmjF.27.rRNA.04	-	rRNA	18S ribosomal (SSU) RNA
LmjF.27.rRNA.05	LmjF.27	1041219	1043422	+	2204	LmjF.27.rRNA.05	-	rRNA	18S ribosomal (SSU) RNA
LmjF.27.rRNA.06	LmjF.27	1052349	1054552	+	2204	LmjF.27.rRNA.06	-	rRNA	18S ribosomal (SSU) RNA
LmjF.27.rRNA.07	LmjF.27	991987	992269	+	283	LmjF.27.rRNA.07	-	rRNA	5.8S ribosomal (M3) RNA
LmjF.27.rRNA.08	LmjF.27	1003887	1004169	+	283	LmjF.27.rRNA.08	-	rRNA	5.8S ribosomal (M3) RNA
LmjF.27.rRNA.09	LmjF.27	1015918	1016200	+	283	LmjF.27.rRNA.09	-	rRNA	5.8S ribosomal (M3) RNA
LmjF.27.rRNA.10	LmjF.27	1030551	1030833	+	283	LmjF.27.rRNA.10	-	rRNA	5.8S ribosomal (M3) RNA
LmjF.27.rRNA.11	LmjF.27	1043566	1043848	+	283	LmjF.27.rRNA.11	-	rRNA	5.8S ribosomal (M3) RNA
LmjF.27.rRNA.12	LmjF.27	1054696	1054978	+	283	LmjF.27.rRNA.12	-	rRNA	5.8S ribosomal (M3) RNA
LmjF.27.rRNA.13	LmjF.27	992934	994713	+	1780	LmjF.27.rRNA.13	-	rRNA	28S ribosomal RNA (LSU-alpha)
LmjF.27.rRNA.14	LmjF.27	1004837	1006616	+	1780	LmjF.27.rRNA.14	-	rRNA	28S ribosomal RNA (LSU-alpha)
LmjF.27.rRNA.15	LmjF.27	1016866	1018645	+	1780	LmjF.27.rRNA.15	-	rRNA	28S ribosomal RNA (LSU-alpha)
LmjF.27.rRNA.16	LmjF.27	1031501	1033280	+	1780	LmjF.27.rRNA.16	-	rRNA	28S ribosomal RNA (LSU-alpha)
LmjF.27.rRNA.17	LmjF.27	1044516	1046295	+	1780	LmjF.27.rRNA.17	-	rRNA	28S ribosomal RNA (LSU-alpha)
LmjF.27.rRNA.18	LmjF.27	1055646	1057425	+	1780	LmjF.27.rRNA.18	-	rRNA	28S ribosomal RNA (LSU-alpha)
LmjF.27.rRNA.19	LmjF.27	994802	995014	+	213	LmjF.27.rRNA.19	-	rRNA	28S ribosomal RNA (LSU-gamma%2C M1)
LmjF.27.rRNA.20	LmjF.27	1006705	1006917	+	213	LmjF.27.rRNA.20	-	rRNA	28S ribosomal RNA (LSU-gamma%2C M1)
LmjF.27.rRNA.21	LmjF.27	1018734	1018946	+	213	LmjF.27.rRNA.21	-	rRNA	28S ribosomal RNA (LSU-gamma%2C M1)
LmjF.27.rRNA.22	LmjF.27	1033369	1033581	+	213	LmjF.27.rRNA.22	-	rRNA	28S ribosomal RNA (LSU-gamma%2C M1)
LmjF.27.rRNA.23	LmjF.27	1046384	1046596	+	213	LmjF.27.rRNA.23	-	rRNA	28S ribosomal RNA (LSU-gamma%2C M1)
LmjF.27.rRNA.24	LmjF.27	1057514	1057726	+	213	LmjF.27.rRNA.24	-	rRNA	28S ribosomal RNA (LSU-gamma%2C M1)
LmjF.27.rRNA.25	LmjF.27	995339	996863	+	1525	LmjF.27.rRNA.25	-	rRNA	28S ribosomal RNA (LSU-beta)
LmjF.27.rRNA.26	LmjF.27	1007242	1008766	+	1525	LmjF.27.rRNA.26	-	rRNA	28S ribosomal RNA (LSU-beta)
LmjF.27.rRNA.27	LmjF.27	1019275	1020799	+	1525	LmjF.27.rRNA.27	-	rRNA	28S ribosomal RNA (LSU-beta)
LmjF.27.rRNA.28	LmjF.27	1033908	1035432	+	1525	LmjF.27.rRNA.28	-	rRNA	28S ribosomal RNA (LSU-beta)
LmjF.27.rRNA.29	LmjF.27	1046923	1048447	+	1525	LmjF.27.rRNA.29	-	rRNA	28S ribosomal RNA (LSU-beta)
LmjF.27.rRNA.30	LmjF.27	1058053	1059577	+	1525	LmjF.27.rRNA.30	-	rRNA	28S ribosomal RNA (LSU-beta)
LmjF.27.rRNA.31	LmjF.27	996895	997077	+	183	LmjF.27.rRNA.31	-	rRNA	28S ribosomal RNA (LSU-delta%2C M2)
LmjF.27.rRNA.32	LmjF.27	1008798	1008980	+	183	LmjF.27.rRNA.32	-	rRNA	28S ribosomal RNA (LSU-delta%2C M2)
LmjF.27.rRNA.33	LmjF.27	1020831	1021013	+	183	LmjF.27.rRNA.33	-	rRNA	28S ribosomal RNA (LSU-delta%2C M2)
LmjF.27.rRNA.34	LmjF.27	1035464	1035646	+	183	LmjF.27.rRNA.34	-	rRNA	28S ribosomal RNA (LSU-delta%2C M2)
LmjF.27.rRNA.35	LmjF.27	1048479	1048661	+	183	LmjF.27.rRNA.35	-	rRNA	28S ribosomal RNA (LSU-delta%2C M2)
LmjF.27.rRNA.36	LmjF.27	1059609	1059791	+	183	LmjF.27.rRNA.36	-	rRNA	28S ribosomal RNA (LSU-delta%2C M2)
LmjF.27.rRNA.37	LmjF.27	997622	997694	+	73	LmjF.27.rRNA.37	-	rRNA	28S ribosomal RNA (LSU-zeta%2C M6)
LmjF.27.rRNA.38	LmjF.27	1009525	1009597	+	73	LmjF.27.rRNA.38	-	rRNA	28S ribosomal RNA (LSU-zeta%2C M6)
LmjF.27.rRNA.39	LmjF.27	1021558	1021630	+	73	LmjF.27.rRNA.39	-	rRNA	28S ribosomal RNA (LSU-zeta%2C M6)
LmjF.27.rRNA.40	LmjF.27	1036187	1036259	+	73	LmjF.27.rRNA.40	-	rRNA	28S ribosomal RNA (LSU-zeta%2C M6)
LmjF.27.rRNA.41	LmjF.27	1049202	1049274	+	73	LmjF.27.rRNA.41	-	rRNA	28S ribosomal RNA (LSU-zeta%2C M6)
LmjF.27.rRNA.42	LmjF.27	1060334	1060406	+	73	LmjF.27.rRNA.42	-	rRNA	28S ribosomal RNA (LSU-zeta%2C M6)
LmjF.27.rRNA.43	LmjF.27	997946	998074	+	129	LmjF.27.rRNA.43	-	rRNA	28S ribosomal RNA (LSU-epsilon%2C M4)
LmjF.27.rRNA.44	LmjF.27	998467	998595	+	129	LmjF.27.rRNA.44	-	rRNA	28S ribosomal RNA (LSU-epsilon%2C M4)
LmjF.27.rRNA.45	LmjF.27	1009849	1009977	+	129	LmjF.27.rRNA.45	-	rRNA	28S ribosomal RNA (LSU-epsilon%2C M4)
LmjF.27.rRNA.46	LmjF.27	1010372	1010500	+	129	LmjF.27.rRNA.46	-	rRNA	28S ribosomal RNA (LSU-epsilon%2C M4)
LmjF.27.rRNA.47	LmjF.27	1021882	1022010	+	129	LmjF.27.rRNA.47	-	rRNA	28S ribosomal RNA (LSU-epsilon%2C M4)
LmjF.27.rRNA.48	LmjF.27	1022405	1022533	+	129	LmjF.27.rRNA.48	-	rRNA	28S ribosomal RNA (LSU-epsilon%2C M4)
LmjF.27.rRNA.49	LmjF.27	1022926	1023054	+	129	LmjF.27.rRNA.49	-	rRNA	28S ribosomal RNA (LSU-epsilon%2C M4)
LmjF.27.rRNA.50	LmjF.27	1036511	1036639	+	129	LmjF.27.rRNA.50	-	rRNA	28S ribosomal RNA (LSU-epsilon%2C M4)
LmjF.27.rRNA.51	LmjF.27	1049526	1049654	+	129	LmjF.27.rRNA.51	-	rRNA	28S ribosomal RNA (LSU-epsilon%2C M4)
LmjF.27.rRNA.52	LmjF.27	1060658	1060786	+	129	LmjF.27.rRNA.52	-	rRNA	28S ribosomal RNA (LSU-epsilon%2C M4)
LmjF.27.snoRNA0123	LmjF.27	369779	369869	+	91	LmjF.27.snoRNA0123	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0124	LmjF.27	370378	370468	+	91	LmjF.27.snoRNA0124	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0125	LmjF.27	375302	375391	-	90	LmjF.27.snoRNA0125	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0126	LmjF.27	375776	375865	-	90	LmjF.27.snoRNA0126	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0127	LmjF.27	376376	376465	-	90	LmjF.27.snoRNA0127	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0128	LmjF.27	376976	377065	-	90	LmjF.27.snoRNA0128	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0129	LmjF.27	377575	377664	-	90	LmjF.27.snoRNA0129	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0130	LmjF.27	378049	378138	-	90	LmjF.27.snoRNA0130	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0131	LmjF.27	378649	378738	-	90	LmjF.27.snoRNA0131	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0132	LmjF.27	379249	379338	-	90	LmjF.27.snoRNA0132	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0133	LmjF.27	379723	379812	-	90	LmjF.27.snoRNA0133	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0134	LmjF.27	380323	380412	-	90	LmjF.27.snoRNA0134	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0135	LmjF.27	380923	381012	-	90	LmjF.27.snoRNA0135	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0136	LmjF.27	381523	381612	-	90	LmjF.27.snoRNA0136	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0137	LmjF.27	381997	382086	-	90	LmjF.27.snoRNA0137	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0138	LmjF.27	383070	383159	-	90	LmjF.27.snoRNA0138	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0139	LmjF.27	382596	382685	-	90	LmjF.27.snoRNA0139	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0140	LmjF.27	375627	375692	-	66	LmjF.27.snoRNA0140	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0141	LmjF.27	377900	377965	-	66	LmjF.27.snoRNA0141	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0142	LmjF.27	379574	379639	-	66	LmjF.27.snoRNA0142	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0143	LmjF.27	381848	381913	-	66	LmjF.27.snoRNA0143	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0144	LmjF.27	382921	382986	-	66	LmjF.27.snoRNA0144	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0145	LmjF.27	375437	375505	-	69	LmjF.27.snoRNA0145	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0146	LmjF.27	377710	377778	-	69	LmjF.27.snoRNA0146	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0147	LmjF.27	379384	379452	-	69	LmjF.27.snoRNA0147	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0148	LmjF.27	381658	381726	-	69	LmjF.27.snoRNA0148	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0149	LmjF.27	382731	382799	-	69	LmjF.27.snoRNA0149	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0150	LmjF.27	370081	370170	+	90	LmjF.27.snoRNA0150	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0151	LmjF.27	370680	370769	+	90	LmjF.27.snoRNA0151	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0152	LmjF.27	377277	377367	-	91	LmjF.27.snoRNA0152	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0153	LmjF.27	378350	378440	-	91	LmjF.27.snoRNA0153	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0154	LmjF.27	378950	379040	-	91	LmjF.27.snoRNA0154	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0155	LmjF.27	380624	380714	-	91	LmjF.27.snoRNA0155	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0156	LmjF.27	381224	381314	-	91	LmjF.27.snoRNA0156	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0157	LmjF.27	382298	382388	-	91	LmjF.27.snoRNA0157	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0158	LmjF.27	376077	376167	-	91	LmjF.27.snoRNA0158	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0159	LmjF.27	376677	376767	-	91	LmjF.27.snoRNA0159	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0160	LmjF.27	380024	380114	-	91	LmjF.27.snoRNA0160	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0161	LmjF.27	375939	376007	-	69	LmjF.27.snoRNA0161	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0162	LmjF.27	376539	376607	-	69	LmjF.27.snoRNA0162	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0163	LmjF.27	377139	377207	-	69	LmjF.27.snoRNA0163	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0164	LmjF.27	378212	378280	-	69	LmjF.27.snoRNA0164	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0165	LmjF.27	378812	378880	-	69	LmjF.27.snoRNA0165	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0166	LmjF.27	379886	379954	-	69	LmjF.27.snoRNA0166	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0167	LmjF.27	380486	380554	-	69	LmjF.27.snoRNA0167	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0168	LmjF.27	382160	382228	-	69	LmjF.27.snoRNA0168	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0169	LmjF.27	381086	381154	-	69	LmjF.27.snoRNA0169	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0170	LmjF.27	370212	370297	+	86	LmjF.27.snoRNA0170	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0171	LmjF.27	369613	369698	+	86	LmjF.27.snoRNA0171	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0172	LmjF.27	369939	370007	+	69	LmjF.27.snoRNA0172	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0173	LmjF.27	370538	370606	+	69	LmjF.27.snoRNA0173	-	snoRNA	H/ACA-like snoRNA
LmjF.27.snoRNA0174	LmjF.27	377448	377533	-	86	LmjF.27.snoRNA0174	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0175	LmjF.27	379122	379207	-	86	LmjF.27.snoRNA0175	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0176	LmjF.27	381396	381481	-	86	LmjF.27.snoRNA0176	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0177	LmjF.27	375175	375260	-	86	LmjF.27.snoRNA0177	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0178	LmjF.27	376249	376334	-	86	LmjF.27.snoRNA0178	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0179	LmjF.27	376849	376934	-	86	LmjF.27.snoRNA0179	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0180	LmjF.27	378522	378607	-	86	LmjF.27.snoRNA0180	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0181	LmjF.27	380196	380281	-	86	LmjF.27.snoRNA0181	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0182	LmjF.27	380796	380881	-	86	LmjF.27.snoRNA0182	-	snoRNA	C/D snoRNA
LmjF.27.snoRNA0183	LmjF.27	382469	382554	-	86	LmjF.27.snoRNA0183	-	snoRNA	C/D snoRNA
LmjF.28.0010	LmjF.28	3429	5081	+	1653	LmjF.28.0010	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0020	LmjF.28	5696	6097	+	402	LmjF.28.0020	POMP15	protein_coding	Present in the outer mitochondrial membrane proteome 15
LmjF.28.0030	LmjF.28	6643	7938	+	1296	LmjF.28.0030	-	protein_coding	cell division cycle 6 (CDC6)%2C putative
LmjF.28.0040	LmjF.28	8368	11118	+	2751	LmjF.28.0040	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0050	LmjF.28	11864	13402	+	1539	LmjF.28.0050	DCR2	protein_coding	nexin-dynein regulatory complex 2
LmjF.28.0060	LmjF.28	14192	15649	+	1458	LmjF.28.0060	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0070	LmjF.28	16256	17830	+	1575	LmjF.28.0070	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0080	LmjF.28	18447	24635	+	6189	LmjF.28.0080	-	protein_coding	hypothetical protein%2C unknown function
LmjF.28.0090	LmjF.28	27554	29587	+	2034	LmjF.28.0090	HemAC	protein_coding	oxygen-sensing adenylate cyclase
LmjF.28.0100	LmjF.28	30700	30933	+	234	LmjF.28.0100	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0110	LmjF.28	31856	32473	+	618	LmjF.28.0110	-	protein_coding	proteasome beta 3 subunit%2C putative
LmjF.28.0120	LmjF.28	33542	33964	+	423	LmjF.28.0120	-	protein_coding	DNA-direcetd RNA polymerase II%2C subunit 9%2C putative
LmjF.28.0130	LmjF.28	34698	35246	+	549	LmjF.28.0130	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0140	LmjF.28	36083	40468	+	4386	LmjF.28.0140	-	protein_coding	pantothenate kinase subunit%2C putative
LmjF.28.0150	LmjF.28	42463	44049	+	1587	LmjF.28.0150	-	protein_coding	major facilitator superfamily%2C putative
LmjF.28.0160	LmjF.28	45087	45995	+	909	LmjF.28.0160	-	protein_coding	RNA binding protein%2C putative
LmjF.28.0170	LmjF.28	48268	49542	+	1275	LmjF.28.0170	-	protein_coding	dual specificity phopshatase%2C putative
LmjF.28.0180	LmjF.28	50856	51476	+	621	LmjF.28.0180	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0190	LmjF.28	53599	55374	+	1776	LmjF.28.0190	-	protein_coding	hypothetical protein%2C unknown function
LmjF.28.0200	LmjF.28	61098	62957	+	1860	LmjF.28.0200	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0210	LmjF.28	65650	66078	+	429	LmjF.28.0210	H2BV	protein_coding	Histone H2B variant V
LmjF.28.0220	LmjF.28	69153	70220	+	1068	LmjF.28.0220	-	protein_coding	palmitoyl acyltransferase 9%2C putative
LmjF.28.0230	LmjF.28	71338	72369	+	1032	LmjF.28.0230	-	protein_coding	hypothetical protein%2C unknown function
LmjF.28.0240	LmjF.28	75035	76861	+	1827	LmjF.28.0240	-	protein_coding	glycerol-3-phosphate dehydrogenase (FAD-dependent)%2C mitochondrial
LmjF.28.0250	LmjF.28	81974	82867	+	894	LmjF.28.0250	-	protein_coding	NADH-ubiquinone oxidoreductase complex I%2C 21 kDa subunit%2C putative
LmjF.28.0260	LmjF.28	84233	87655	+	3423	LmjF.28.0260	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0270	LmjF.28	89006	89755	+	750	LmjF.28.0270	-	protein_coding	phosphoadenosine phosphosulfate reductase-like protein
LmjF.28.0280	LmjF.28	91367	92017	+	651	LmjF.28.0280	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0290	LmjF.28	92681	93439	+	759	LmjF.28.0290	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0300	LmjF.28	94349	96340	+	1992	LmjF.28.0300	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0310	LmjF.28	97618	98649	+	1032	LmjF.28.0310	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0320	LmjF.28	99610	100638	+	1029	LmjF.28.0320	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0330	LmjF.28	101737	104715	+	2979	LmjF.28.0330	-	protein_coding	rrp44p homologue%2C putative
LmjF.28.0340	LmjF.28	105996	109457	+	3462	LmjF.28.0340	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0350	LmjF.28	111173	111901	+	729	LmjF.28.0350	-	protein_coding	Sugar efflux transporter for intercellular exchange%2C putative
LmjF.28.0360	LmjF.28	112523	113386	-	864	LmjF.28.0360	-	protein_coding	ubiquitin activating enzyme%2C putative
LmjF.28.0370	LmjF.28	114434	115048	-	615	LmjF.28.0370	-	protein_coding	hypothetical protein%2C unknown function
LmjF.28.0380	LmjF.28	115711	116889	-	1179	LmjF.28.0380	-	protein_coding	saccharopine dehydrogenase%2C putative
LmjF.28.0390	LmjF.28	119643	122432	-	2790	LmjF.28.0390	NuSAP1	protein_coding	Nucleus and spindle associated protein 1%2C putative
LmjF.28.0400	LmjF.28	123554	125197	-	1644	LmjF.28.0400	-	protein_coding	katanin%2C putative
LmjF.28.0410	LmjF.28	134719	136779	-	2061	LmjF.28.0410	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0430	LmjF.28	143040	144320	-	1281	LmjF.28.0430	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0440	LmjF.28	145102	147426	-	2325	LmjF.28.0440	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0450	LmjF.28	148074	150965	-	2892	LmjF.28.0450	-	protein_coding	DIS3-like exonuclease%2C putative
LmjF.28.0460	LmjF.28	151642	152577	-	936	LmjF.28.0460	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0470	LmjF.28	153942	156332	-	2391	LmjF.28.0470	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0480	LmjF.28	158035	159921	-	1887	LmjF.28.0480	-	protein_coding	carbonic anhydrase-like protein
LmjF.28.0485	LmjF.28	161598	162281	-	684	LmjF.28.0485	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0490	LmjF.28	164341	165909	-	1569	LmjF.28.0490	-	protein_coding	propionyl-coa carboxylase beta chain%2C putative
LmjF.28.0500	LmjF.28	173812	175950	-	2139	LmjF.28.0500	-	protein_coding	TPR repeat%2C putative
LmjF.28.0510	LmjF.28	180231	181388	-	1158	LmjF.28.0510	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0520	LmjF.28	183048	183953	-	906	LmjF.28.0520	AIRK	protein_coding	Aurora I-related kinase
LmjF.28.0530	LmjF.28	184982	189064	-	4083	LmjF.28.0530	-	protein_coding	RAD50 DNA repair-like protein
LmjF.28.0540	LmjF.28	190086	190424	-	339	LmjF.28.0540	-	protein_coding	ribosomal protein S26%2C putative
LmjF.28.0550	LmjF.28	192069	193202	-	1134	LmjF.28.0550	RAD51	protein_coding	DNA repair protein RAD51%2C putative
LmjF.28.0560	LmjF.28	198508	199368	-	861	LmjF.28.0560	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0570	LmjF.28	201489	203189	-	1701	LmjF.28.0570	-	protein_coding	major surface protease gp63%2C putative
LmjF.28.0580	LmjF.28	205123	209862	-	4740	LmjF.28.0580	MPK8	protein_coding	Mitogen-activated protein kinase 8%2C putative
LmjF.28.0590	LmjF.28	214227	215798	-	1572	LmjF.28.0590	-	protein_coding	hypothetical protein%2C unknown function
LmjF.28.0600	LmjF.28	216691	216978	-	288	LmjF.28.0600	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0610	LmjF.28	218968	231783	-	12816	LmjF.28.0610	-	protein_coding	dynein heavy chain%2C putative
LmjF.28.0620	LmjF.28	233391	237338	-	3948	LmjF.28.0620	-	protein_coding	ULK family pseudokinase%2C putative
LmjF.28.0630	LmjF.28	240609	241268	-	660	LmjF.28.0630	-	protein_coding	ER lumen retaining receptor-like protein
LmjF.28.0640	LmjF.28	242708	242914	-	207	LmjF.28.0640	-	protein_coding	ATP synthase subunit H%2C putative
LmjF.28.0650	LmjF.28	244097	245176	-	1080	LmjF.28.0650	-	protein_coding	protein transport protein SEC13%2C putative
LmjF.28.0660	LmjF.28	246314	247336	-	1023	LmjF.28.0660	-	protein_coding	hypothetical protein%2C conserved
LmjF.28.0670	LmjF.28	249284	250366	-	1083	LmjF.28.0670	-	protein_coding	hypothetical protein%2C unknown function
